cell_id,TP53,MYC,HIF1A,FOXM1,E2F1,NFKB1,SP1,STAT3,AP1,RUNX1,SMAD3,YAP1,CTNNB1,EGFR_TF,TWIST1,ZEB1,SNAI1,KLF4,SOX2,OCT4,GENE_001,GENE_002,GENE_003,GENE_004,GENE_005,GENE_006,GENE_007,GENE_008,GENE_009,GENE_010,GENE_011,GENE_012,GENE_013,GENE_014,GENE_015,GENE_016,GENE_017,GENE_018,GENE_019,GENE_020,GENE_021,GENE_022,GENE_023,GENE_024,GENE_025,GENE_026,GENE_027,GENE_028,GENE_029,GENE_030,GENE_031,GENE_032,GENE_033,GENE_034,GENE_035,GENE_036,GENE_037,GENE_038,GENE_039,GENE_040,GENE_041,GENE_042,GENE_043,GENE_044,GENE_045,GENE_046,GENE_047,GENE_048
CELL_0648,0.7220270972887332,0.7008962873980042,1.8245093633348042,1.7920933207776646,1.2002013566780179,0.8667875130699304,0.9373805478474373,0.8515602312873759,2.0613696635564285,1.0395287815517866,1.4100064183008427,1.471046003698621,0.7516946687486578,1.1316532791297196,1.015811013869661,1.626429475016875,1.3244162319380757,1.087380145830619,1.15515523560678,0.899636990276222,1.4405359277641028,1.2433888291207402,1.5029874860594798,2.6442965618818857,1.900910003940254,1.5889487597626788,0.9797389662029509,0.9527230601281825,0.9075888550711428,0.7454130711281411,1.7128613966078252,1.289537178259933,1.4060044962805363,0.6389657142186191,0.9023993728004431,1.1611632906469778,0.7613487921605163,0.7658261700913297,0.8314124656385399,1.4967442161983808,0.4445957957159487,1.141624321510188,2.2434475704016514,1.8678323872974387,1.9151392274655483,1.0623662619462773,2.661962063240874,0.9723685430567864,1.4629327957215283,1.5083762487486227,0.7875995548437503,0.5562761030425293,1.7377960045217946,0.8446221509198656,1.1770394291407604,1.4328062832297908,1.2105922319247258,1.6011993904540904,1.4717708546521417,1.5157396310816502,1.4180790657900888,0.6825392373919121,1.234718464648013,1.479676667062055,3.0559449742115903,1.436360407249934,1.1385947078837255,1.5976190844279239
CELL_0440,2.239228893278496,4.403388371232043,4.823113341570383,1.88538993315064,1.8560202417381375,3.287418718519253,3.864159729551596,2.665448579342056,3.9421155782267516,2.2613124103158215,1.28932981532453,2.5356235194195484,3.0811190490303293,2.6903304126210563,1.8899657260389702,1.4531598752076338,2.4457809484654724,4.301923759832946,4.965326103311127,4.831153957162663,0.7352051456692044,0.7789218621514682,1.5273468765689442,6.0576760864960635,0.8286380149405396,1.153225692292181,4.492468768057375,1.0595662593394315,1.6950808191932811,3.4485552019828125,0.8388366056133839,1.15646725566935,1.0595211207671904,0.631948306632465,2.9585017446566666,1.0073245248287477,0.8709916943740779,1.0808881409974782,2.1477390895458215,1.4282455008503467,0.9086156034687636,1.656281322807806,2.026474024059987,1.3339143046652484,1.2003576278079602,2.243277506889107,1.2341807340889872,3.016495578557302,0.9242086362280039,0.9135138581592572,0.8590755669386019,1.1979080833365154,1.3515499306691074,0.6957130732066803,1.4167685848918479,1.7908262287114476,0.6487253915014474,1.0402013360885796,1.7927358561617375,0.7829318428583724,1.1525890261739657,2.3258644687903254,3.3121296509100446,1.6819563426987292,1.2403248946175438,1.050536503806589,2.1284138892296185,2.3790546420633705
CELL_0532,2.538435397708641,3.593663993771373,3.6070487772798203,5.160861960988413,4.851510779061565,2.679910369848478,5.052830076037977,2.2577828738475194,4.3594894553893075,6.197890494720981,4.884063914852608,3.1339937617034295,2.6308013386726405,1.6299730509072914,3.401497769850466,1.9230512336426806,2.187471114919944,1.8658219496999717,2.4988810881254504,2.97074342875939,1.5548568510498424,2.47692948532374,1.0334527659660064,0.5764402740584168,4.675286723652498,1.8885083454632383,1.1100379378450984,2.445924963334232,2.152967129377954,1.7265776061702707,1.0634030114623045,1.8844975987096593,2.327464346876919,0.5711882915546387,1.5102081529860174,1.5668823039395186,1.5419353230504544,1.3813921682928074,2.4425352522270942,1.214511008279502,1.3479801344889395,1.5806444743638148,1.2348694257437225,0.6750283234146875,1.5024017914216699,1.5109342810812558,1.124588801757137,1.263445536602912,0.2752886432870908,2.4699626391296983,2.1180907386544403,0.691483775965667,0.9629694201029718,2.785035668117614,0.7577321357873661,1.7146849217067797,1.0554757724931192,1.65710313472076,1.3841261648003607,1.1716161088960824,1.6392862548147464,1.0549321025408311,0.5531553268731368,0.8488598911537597,0.7993716380025352,0.6052827474550679,1.6236878832861248,1.2381479256121715
CELL_0927,1.1397804174854413,1.6141394044742388,1.0446415581978261,0.8893313121458013,0.6455296867294167,1.0727218285341784,0.8927871840040638,0.9809749960937784,1.039820146294557,1.1373915249641857,0.8410565750227265,0.8995128898497972,1.707829909319842,1.0219939830962168,1.3698734024912391,0.9843348309627421,1.0230766080336398,1.5022042370634148,0.9424854984107679,1.435481016999317,1.0645233315035791,1.1525985589961272,0.6161093839182494,0.8159971773356492,1.120968130680567,1.341757695387185,2.8887826926222004,1.0194187110927824,1.160200902177182,1.4137928433911573,1.1287008184477343,1.4780618973244006,1.920395611957074,2.477565148508425,0.4754899764936043,0.740714639155513,1.06224898062485,1.3705997349866563,0.9817595018360713,1.0643829947645482,1.4344766915816403,0.5837725527425895,0.7800353479094964,1.771902800422819,0.9233126879383876,2.3989031403331254,1.349914567359398,2.3738097776025744,2.0716663632218344,1.0754295760159183,0.6702635610963571,1.4626447203381214,1.0924125737769796,1.1419102193532173,1.0732460554412957,0.7290781774158529,1.4863058281999049,0.9111970553980189,0.867360335940367,1.104980054060355,1.8775440225245623,1.1654561684443379,0.8114930257439792,1.2798361880480993,2.0367393964099763,1.6946910270067825,0.5964608542697096,1.3281981818271724
CELL_0759,1.5361017502200913,1.7473926909787385,1.1866224161239443,1.2420033825485843,1.6721804952710935,0.9829126808439465,1.2142521140045803,0.6815356993145052,1.1509808758252698,1.0392001093406178,1.5850121018461816,1.0499991324415474,1.005640755408871,1.7897658407831922,1.040971342003016,1.3398359289982995,1.6928178857196716,0.927949155117892,1.4322782328874797,0.8846582163330292,1.2478562362592964,0.7590954159620744,0.9168960100301997,0.6910273833326127,1.2290684572076125,0.8630297305964792,0.9565131354997491,0.9489969118444804,0.979332723262966,1.5956857399765605,1.9553667547108995,0.7449162438173924,1.2189556637449308,1.3738936766619285,1.2276109413079352,2.8537387242650842,1.1163333136327933,0.7281725608631396,0.9630565324049877,1.310570487202442,1.4412786067622427,1.0268484249307035,1.3021346754971201,2.1849150284917327,2.631684948452375,2.0626926854649223,1.8732817267263475,1.6341700321310972,1.146006876922733,1.173774180469093,1.7609826059791338,1.7467629058600318,1.5002127487004948,1.8625875382393053,0.5827125332923561,1.4083848475506224,0.7326539895378053,1.102540706458074,1.2065055256718464,1.0632348153552107,0.8846335446475869,1.7098544413089538,1.532847163516722,1.9964843279018178,1.0765098689358266,1.164560345024338,3.4832216714043103,1.064409794867801
CELL_0689,0.7463179380569802,1.131222691463475,1.683353838209577,0.8457618645157691,1.8260034085623003,1.0599348274399372,0.9646090025230898,1.019393650837095,2.168574836841018,1.2364412658797677,1.2371229515182909,1.3280553026539508,0.7441647191170696,1.5385436784218711,0.8617062658687279,0.8310701838504413,0.9608353870863411,1.0279152893911183,1.105745119032276,1.008157953188998,1.862544336773003,0.8187641218134276,1.3863699978388773,2.095505039694199,2.9562248697904328,1.6634959527469342,1.528142095956225,1.7275170574773617,1.0046455223609871,1.2233009892911548,1.7247324696238233,1.1218286124089851,0.5754871914026762,2.0051006109286473,1.6232785636355689,0.7695598768731696,0.7657992955538583,1.3913172812542456,5.154781244321742,1.250764602662544,0.9731768901620556,0.5925510925986008,1.4100399141229292,1.6004790627339878,1.0624513095524049,1.1442958890620865,1.0833209871066671,0.8186056025070042,0.8297495185525637,0.406239876556708,0.7936827114045155,1.4296390948136106,0.83738063668738,1.445078471373001,0.6146339056061029,1.417886907016125,0.9557023698927773,0.9395290497400784,2.0609082607756175,0.4788082469232075,1.523374191316095,1.675162229933659,1.0744311457736968,0.693504996274008,1.2556478096050039,1.0154007007723702,1.8469848978741714,1.7295074262162715
CELL_0973,1.128122905584775,0.8065247540386297,1.2496074444950338,1.2814329214439155,1.177577977863199,1.108468948904342,1.0588409541363004,1.4010085644748762,0.9193367578339801,0.7387969920533036,1.4498196272443469,0.7437802823212363,0.8847474468346149,1.2552600145937278,1.2209525533311831,1.0526047270470855,1.6858824331073448,1.4807906654686542,1.070464005416148,0.9337850440544063,0.9807791400288147,1.294036846606184,1.0856710638915572,1.5245875481945164,1.4674536118080048,0.4657605791674559,1.314418180273485,1.340156100127875,1.862109326632864,1.2261660145429787,1.035374447319302,1.776219205616869,0.9064853516246159,0.6634625915505111,1.5674540186562524,2.0590281896758165,1.0590785305813268,0.9050629246565296,1.9793297032366928,1.4993601603665199,1.094987316394613,1.3511978501115836,0.8225680050060584,1.3936906896130687,0.5543212967286955,0.8654889467053458,1.1451707766425485,1.3014768182855299,1.0418445697594547,1.8012106321511268,1.31146571174377,1.010005893658925,1.1233024123603665,1.579255562405332,1.4260110023372061,1.0777168973924618,2.1878076803840933,0.84131622243125,2.2345152130292645,0.6878460610960299,0.7434224039928191,0.7774710843599519,1.970465891292811,0.9671999064427583,1.085177294900304,0.7001218171886447,0.9936733958095062,1.1085192923939464
CELL_0944,1.047097287133162,0.7379992392092822,1.4255997456762677,0.5275929097133234,1.1784840937501968,1.5097806776909488,1.0776567161922304,0.7309512205691183,1.400303774751991,0.6810977820716576,0.9989504300960428,1.5547043834467662,1.068930917685068,1.112137819622942,1.5992266896601057,0.7006322468441402,1.121517690367157,1.1072238353833037,0.8770355172357412,0.9168495631509176,1.4658851975388587,1.2590098509038123,1.9891923112464875,2.744638297949495,1.5855297242509374,1.6107897876036432,0.8972245725497653,1.155086698511754,0.45202837399787943,1.0087623804622572,1.4940880698708692,2.3203155378354916,1.1028290093281785,1.0899922688517187,1.029697371678947,0.8483575805728703,0.8305031696244846,0.8592118142920214,2.019795352529194,1.1298952145096255,0.7755745703023638,0.8095504525877127,0.5627460176640706,1.0576113608332582,0.9402914414072572,1.3057146541976488,1.6448739954405618,0.8847067191021136,1.1146540796620088,1.8581554072814581,0.9243119689870364,0.7420942883940058,1.445734937986979,1.9279805875383593,1.8830709086578636,0.9210278876553515,0.7910816556426381,1.1046180153200418,1.234254495885354,1.2119710105839623,0.9693693011181946,1.953011933119086,2.081543095052072,0.7077938123168475,0.8322156643891705,1.1097273979570101,1.166953444237965,1.482493466792846
CELL_0835,0.7988717511614833,0.8546262882850609,0.9148853598685559,0.6946057303495656,1.0398329131449018,1.266969085737643,0.8224018570194441,0.7716350385119107,1.3959205632752767,0.8419571141522059,0.8715050508714668,0.5386655268770482,1.4560225135537446,1.640116620694044,1.0019110907899382,1.0836716729315718,1.2760432811275841,1.347142412121947,1.0787936255674042,0.9267301350594908,1.1999044404407524,1.2347728583594149,1.1834257687857614,0.9876710830584737,0.935911909415907,1.8023975173321565,1.1075689858996882,1.289883733489787,1.5527526599552035,1.3337926136235718,0.9289516680394158,1.1917332661196554,1.5552323350552202,1.4037567323534237,0.7115663741551903,0.6845065619856224,0.9157348354767956,1.078791097043712,0.9306577707719553,0.6075885958693624,0.7103208851270845,1.050796909327827,2.373930594209408,3.0355710382682672,1.5666178759443021,1.1415295439559794,1.237948414830786,1.2647533225197767,1.3650116989705452,1.156581124770833,1.017117982200995,2.417501744341008,0.7454076819017401,1.7634463536026779,0.5990631342461054,1.4536138398656258,0.632611472936088,2.5812328395420727,0.9044185548794733,1.2954652707417886,1.7815382280012455,0.79063598154801,1.271642593130388,1.088711814347432,1.8171187445361272,1.8432509480939505,1.405758044844981,0.7150277474203226
CELL_0217,2.9803792152255526,2.8779956404389693,4.894505055275869,1.9529251959022196,2.214423955287659,4.54724318909394,2.3673851313277376,4.306877790008747,5.9285187535795805,2.5581439838107105,3.945378644801042,1.8936820102712677,4.06288502775283,3.253624463207033,3.6299370729974307,2.3204732946486697,1.5458387352692382,3.6740728896016632,1.3160551495898463,2.6460284113399797,1.5867643257647592,1.3840930315790712,1.7823419927806656,1.3057989561759895,0.7023385927928113,1.7284420640142835,0.8168133733261204,1.8650859745626616,0.7535499281399467,0.9572044124591907,1.1267125892843977,1.8911826999466794,1.4740277590665012,1.3634260154593631,3.4654219236904176,0.5387564957218374,0.8031700481818141,0.7861605549571986,0.5569241885998855,0.9419908136257131,1.9038622420713187,1.0041850336389042,1.1428195679117925,0.5704798592751221,0.9064106789850626,1.0715976248204047,1.8611604876742347,0.5842313665805646,1.075188104432209,2.3242769816325297,1.0805372349131193,0.4687054683520517,2.558926638350989,1.9492573838930476,2.0848534969690715,0.5644565758254222,2.8755037115595856,0.9170089537876702,1.046321341059917,0.9499094801347958,2.1672706067682364,1.2338024502724179,1.7175013245012085,1.4020711152109266,1.2872124620324235,0.8408079267182916,3.3403323019915487,0.6494062375564246
