cell_id,PROT_001,PROT_002,PROT_003,PROT_004,PROT_005,PROT_006,PROT_007,PROT_008,PROT_009,PROT_010,PROT_011,PROT_012,PROT_013,PROT_014,PROT_015,PROT_016,PROT_017,PROT_018,PROT_019,PROT_020,PROT_021,PROT_022,PROT_023,PROT_024,PROT_025,PROT_026,PROT_027,PROT_028,PROT_029,PROT_030,PROT_031,PROT_032,PROT_033,PROT_034,PROT_035,PROT_036,PROT_037,PROT_038,PROT_039,PROT_040,PROT_041,PROT_042,PROT_043,PROT_044,PROT_045,PROT_046,PROT_047,PROT_048,PROT_049,PROT_050,PROT_051,PROT_052,PROT_053,PROT_054,PROT_055,PROT_056,PROT_057,PROT_058,PROT_059,PROT_060,PROT_061,PROT_062,PROT_063,PROT_064,PROT_065,PROT_066,PROT_067,PROT_068,PROT_069,PROT_070,PROT_071,PROT_072,PROT_073,PROT_074,PROT_075,PROT_076,PROT_077,PROT_078,PROT_079,PROT_080
CELL_0648,1.0905637777239385,1.5084943449631483,1.1920897376541926,0.9895110920793169,0.9765570758174676,1.8796472359332235,1.2758416391433522,1.848876397626359,0.9983480714056129,1.7182603061640422,0.9583100880907216,0.6668431284524192,1.2346243621439212,1.9417449860196667,1.7750583220366203,1.0038669525976327,1.5665693560185985,1.4637577882230226,1.1446968443467025,1.3027451427668075,2.042557318893219,1.1712904014257182,0.9882864278941244,1.4946852632637522,0.8462953718113814,1.2502680367610095,1.6031437344912294,1.4324371214257412,1.2084589929446345,1.4565080162136117,1.8047270254233423,2.143210045168976,0.6234421157406661,0.8450145330411325,1.0121029687369851,2.2837884670585593,1.3835362787719105,1.119952456681606,1.0901601816768804,1.1676523702476629,1.2228131444344466,1.2623448116931824,1.2086911238062852,1.542324825849108,1.5615831207571274,0.7603520316726575,1.9468142521060408,1.7060063963923753,1.156068466046121,1.2132794238691065,1.313537901568917,2.3079861387104375,1.492686040010751,2.827774501996352,1.1007830505431302,1.1098489931801045,1.3658667628981633,0.9623259000317793,1.2223111619822364,1.0258274409086794,2.3005831838237834,1.5156598817466547,0.7933300230154404,0.9484058358387001,1.4189164852464655,1.022014743238526,1.608381768288886,1.5242841469351356,0.755799015557619,1.3061336453721224,1.6790681993898875,1.8859114155283172,1.157076235114764,1.4945180630856596,1.1969182339491307,1.3399397747194923,1.3365942462861986,1.8138731158859396,1.5026448784802822,0.9216413594112777
CELL_0440,2.2429025506680085,1.0785286990719407,1.3315775429202803,1.110991152836433,1.1495767576963078,1.0121452102060593,1.1599638354087454,2.2182419118475845,3.4662689837741594,0.9884949645280472,1.3733393737964203,3.603241613077513,2.02432397398296,0.7972235521185091,2.276557802333919,2.765494093034888,2.687405317742844,8.564078624990172,1.4163632901818095,4.306255218314913,2.1931932597860433,2.947616094630249,1.5055006848181485,1.486266769170405,1.050728847480388,0.9223756144522964,3.3290803303974905,1.6131200664248517,10.24768109986092,1.6750475168905374,3.3322080534739587,2.3004074765114675,0.7443999091327035,0.9924403820287651,0.8991488754505489,5.372823497951093,4.850631828167358,7.075397347343151,0.5872793415625358,0.9786228974747998,3.1991188160837187,1.404200101977215,3.3755253900201643,1.7036512800024453,1.6021643570470836,0.7485924155143406,1.5745198497201816,2.779863183965842,1.2302552525036656,2.3191866350051065,1.1876051211839054,1.3984100001851243,1.4579106334410208,2.9410949475987214,3.7245621543457648,6.705161790337826,3.552151806067107,2.7684190986042334,6.455538463172815,2.6240454829600126,3.2175374922312465,3.950570012318517,2.4700026545355067,2.1364309362441336,2.013936260208944,1.5782547054608955,1.6525822974582982,4.208969075737398,1.1524896312658526,2.417385388015767,2.194080571485635,0.9464008474575999,3.679990252762979,0.9982099495982572,1.4231194603174637,2.114132385929725,5.441093022100405,3.041859597203534,2.681941050155575,5.007801130499822
CELL_0532,6.158002029886181,2.6796059428266834,4.96507928895381,3.405899281031177,6.248411658084716,2.1443422986567464,1.489568538004326,3.5600269244935765,0.8688378975214855,3.1840950333451703,0.5918126676334746,1.3186219827067975,2.746290553446298,1.0367940721019666,1.7405154191401624,1.0123150866270465,3.4105543602614006,4.399546011966322,2.2299087277588305,8.316659967992562,1.9337098119911085,0.9994941949309397,0.9445619311642275,2.0395758442197667,2.7021212376510415,9.961341545446901,1.1713088309914281,1.52331087783622,2.964458310874963,2.3593604085004563,1.5506948771278282,2.1685305457944706,1.127170854733553,1.7023652663102242,1.1428402878878412,4.160749554283587,3.472999472926136,2.1569991233910466,2.2468477303881618,2.545151215781124,1.693539039793396,0.807766862459526,1.8144339222621262,2.982336269061706,3.940960133125711,2.323449042002329,1.549780588190552,3.1150941678601884,2.4704996266301404,1.1915606656782363,0.7559496199061565,1.611185594625711,5.555201847178013,3.1061101971521907,5.422258699393584,2.1802943678538322,2.1750812548830782,0.441963742475147,0.7059413754767206,2.933844962662668,2.496382338130633,0.5709764743655357,2.409029866908381,4.068529383915848,2.687407759072135,1.6168545291492635,0.4995741773615398,2.8370826379323604,1.3047879184938407,3.024319083480406,3.3836089123952555,3.866998659216097,2.797306798609933,1.8081650898794883,3.1630365067776838,1.2108895323664424,4.915288241139504,1.4777821753448146,6.599999947035714,1.9166671692169202
CELL_0927,1.9066383348562106,0.9691945289771182,2.4917876683337874,1.2481625024512517,2.243425863055853,1.2972873265395262,2.044559204339272,2.4662505803711463,1.5703774363609908,1.1140441371271215,1.0134138823232466,1.6206762343684422,1.4009900736630905,1.002014141114794,2.115105371991949,1.2625098082997213,0.7354069715769678,1.2995390185650817,1.2241479859303415,1.672021319460745,0.4433227231077619,0.6869776258276584,2.4818451403812136,1.3312195271221852,1.2479857136193317,1.6572569095502814,0.8903373999483831,1.2047606485950224,1.337876254101606,0.851570735418726,1.0783020485103583,0.6572474648931471,2.2090269039652695,0.9146608956417278,0.997418194240444,2.154877303548271,1.4310035055350052,1.2830477575788044,1.1570523988255257,1.42901533805691,0.8005297810397816,2.744284802003347,0.8324578256920578,1.232268882058369,0.7503780946642146,2.6397410039138642,0.8160737391718388,0.9442681748087688,1.839135997969881,1.1750890846681623,0.6545853385201219,1.3923366503066361,1.7525799417795778,1.284444303872072,0.9612614625001267,1.1849086437752268,1.7848991996884438,2.8196430063352174,1.1780589245028645,1.2879236364674393,1.973247727120717,1.7236783175153954,1.9688080189517774,1.0608164779701994,1.0788875823643773,0.9648844051107843,0.8818408317680082,1.21922722303877,1.3672207903201874,0.668329458452329,1.3698929803274158,0.9386188611183689,1.511366485626713,1.6616472627226482,1.1665321174672758,1.6773085766880105,0.9345707072145825,1.3817337737207909,0.8677073699477023,1.7901913581960853
CELL_0759,1.0195691480358575,1.7427901399715366,0.818806001106908,1.6848242439584082,1.197140211204475,1.5993433156909185,1.4689838395255823,1.6726729263168274,1.1228457691470701,1.2633567727080721,1.948854305935006,1.1730020237395835,0.7719452223349849,1.4700144317044446,1.220777490167688,1.1147323297595988,1.6151058199975763,1.6295146942754628,2.1752916023489712,1.8921956027674833,1.8326040958447936,1.1815558615872537,0.898476414332888,1.065798609918544,0.7784535265858327,1.3339847474652713,0.6651281230759957,2.2409952378837006,1.6281145412505655,1.6273998364669031,3.2300302152725227,1.1641685955148702,0.7864899676146709,1.8522226910646309,1.223500491047519,0.8021824298131618,2.47845518991412,2.0676925035936717,2.341823066830362,1.1090998566249486,1.1227193801841393,2.0754982936867044,1.0792139968382983,1.2019139710736757,1.6657693868860586,2.628646922645806,0.5223901008881334,1.170777886971499,0.9112876786017537,1.9634940848889646,0.8040806780761749,1.6272257931489367,0.5914007942667261,1.8558840427618857,1.9260021735469794,1.3906073708145887,0.6747372339470472,1.442615359542398,1.4427431343067358,1.4000976932634401,1.7382024056419136,0.6999936693742314,1.9713951521023438,2.1368915158786965,0.5579045742889133,0.6863938148087174,1.34275654762348,0.7907199669288466,1.6406067954520343,1.7110495849720584,1.7647995293986587,0.6436308711878788,1.045143722161303,1.3159471658485096,0.7872030438916174,1.0123510948924723,1.4638773240816758,1.267193314315333,1.7424932936420898,0.6392931516017967
CELL_0689,2.3109033728473323,1.6143990747966788,1.3216337704842538,1.011836221026798,2.1044701847730933,1.9753680308778274,1.8557593897701985,0.7937676417179486,1.270898641753349,1.134005207636076,1.3120070197649176,1.813640398670422,3.2839067881843578,0.9450425926694791,0.6578018561753414,1.3904963674224147,1.9629478165005223,1.6103272406039497,1.0910237105996385,0.6215299430421748,2.8199427067374763,0.6265071498431619,3.3815892003725163,1.493609702408534,0.5998555453157796,1.0110530393568329,2.3853802406562896,0.7475702556568082,0.6278389650999054,0.7041208051948825,1.9873432567327716,1.0945604177793233,1.5533154332370178,0.8602743079827148,2.594408052478534,1.053074551355377,1.2440746911161793,1.3343785692167163,2.0381184587753185,2.002301790598932,1.383979958880524,2.603515244629426,2.0193938214177662,1.0176006123700165,0.9677410983675309,1.040933301942566,0.9390224802812241,0.9573397725202322,1.2719552217287124,0.9227758287851462,0.7504543447014218,1.2020016923767347,1.8019840379558911,1.8524695156899191,3.63684698942198,0.8899722312592621,0.5587479514015393,1.6974625476751508,1.194371117387163,1.6488210163192634,1.566344013884134,2.5540165304952436,0.8331337443170389,1.499372725608957,1.112509915451615,0.397589104181332,1.92139989546518,2.5840014318583364,1.5620177554850463,2.072409146963913,0.7999998630767966,1.4890776244831345,1.3946921439970936,1.4546073952113026,0.8480464757424925,2.4362088999918696,2.5723014194223084,1.35196491476946,1.6407312374080119,1.2700891714687963
CELL_0973,0.8663660862613615,0.7584675334929141,1.154503130415404,2.599672145633108,1.5869012797198245,2.1466107025279357,1.392551685837451,1.077176074713738,1.3836690973159789,1.3095249119498962,0.664296711966939,1.4955756259604815,0.8725361476056193,0.7949040116525012,1.3794702683788773,1.5945257468524465,1.3675958611773267,1.3897053561915877,1.3733173619475978,1.1757809332647056,1.1611187250607538,1.434940708627056,1.6867785735532042,1.190553618627573,0.638376145527918,1.3767417118258327,1.2281251716802177,1.3665550384164942,1.1918896936767667,1.07757005134358,2.291729417127039,0.954501413334732,2.9025133533116088,1.0003644564310776,1.1804151455385223,1.7736562578909505,2.4256723406049785,1.8478558437929058,2.4381670913039293,1.8107592625279747,1.050525826403977,2.0981820710910966,0.6021578497023784,1.8001085345917605,1.7630300604076068,1.9907411126106898,1.0412412766227177,1.0292879915796167,0.8131073602608413,1.3053385162544324,1.0979932809082071,0.9402766976047837,0.6756448058396224,1.2594054600826636,1.1894209415974617,1.555474606177896,0.885592360790797,0.764407967398302,1.2749575414853977,2.1881836369999244,3.041419390918123,1.1400934348223895,1.101870990855085,0.6325800061402641,1.5874314715869688,1.0279665194060623,1.0526915598651427,1.2207527662453894,2.018942278578739,1.4771923669776508,1.7385547828394121,2.6446739926693996,1.0046569067818532,1.8010277267757424,1.146623636936465,0.892439921558405,1.4016656497414894,2.202950257824189,1.7574297816120905,0.9686498681264839
CELL_0944,3.7015273621608737,1.6324194126756073,3.141442932295689,2.3602137227614097,0.9530049274620155,1.6447697205162746,1.911546594241786,0.841729443635291,0.8439386714834927,2.076838535280286,0.5387321435373009,1.7230929450971921,1.525618782866998,2.4865975895371863,2.4048046733020136,1.2382203954506772,0.7536212692659342,1.6123788756051474,1.185002055573473,0.8147723586358369,1.2582709928244473,1.3053046858109523,0.8502608065455788,1.0005175567789164,1.9087073597612063,1.4902802384902418,0.6024839950872728,2.9620972034034696,1.1033009327274539,1.6497080972199663,2.4986838732811507,1.2204739735634778,1.8614033471497726,0.8266640364058582,0.5013668542037006,1.7686989313171029,1.6222705117873994,1.25349182369418,0.9066484218611983,1.0285918234480527,0.6562757836734527,0.7987985558356867,0.8667733709995419,0.8976473167424053,1.1852840489062362,3.1383618261668715,1.2134998460460817,0.6712916542294474,1.1452722728611182,1.039982118006158,1.7257127966474517,2.0958871885604204,1.9430517706717914,1.5506278611895175,1.2206392652113682,1.522124825532744,1.2413547009053363,1.2049253651968868,2.0151664671163343,1.3447859409247778,1.6185827419878869,0.8510539486879999,2.935127585648989,1.3332618975728154,1.513716534858551,1.0142569029713662,1.09747768606937,2.7082183374812976,0.7736043588510932,1.3402788698523145,1.3887054058907295,0.8813278053998406,1.6747026956070594,0.9690462603034773,2.8639295540823335,1.5746601187445868,1.3349817198051463,0.5335722098476454,0.6745560895779772,2.3192703652068514
CELL_0835,1.5694807648563398,2.532244555696419,1.816358392654624,2.741424903046463,1.8709402461515807,1.461199835310442,0.988140242068572,2.1801539591263026,1.0488896192481165,2.873729595758525,0.805783122452266,0.7987699298283881,1.4584272773655476,1.482733381870747,2.3690751374840806,2.1477342691254115,1.7038886672067517,1.5591982144648109,1.4373642528944328,1.6785837253132798,1.3596386598112116,0.8490043706742354,0.5615505358328473,1.3533519790835369,1.1855003896957483,0.5500706725858021,2.608536741553972,0.9765995469944585,1.254104863683138,1.058989427912356,1.267002900801778,1.958605227080176,1.403204258524762,2.4118505883186265,1.2758554769669923,0.7401942687469528,1.0239629485211248,0.7167230025696467,1.266028428041972,1.0748347420178972,1.4631442130897712,1.2147725429570635,0.6587848729293049,1.5063281051321695,1.2048101523968597,1.2529512511207177,1.0758719719311327,2.063272260735836,0.8100936718325467,1.58711025668233,0.938990270462179,2.9279430847093963,2.175926307498908,1.713771434003582,2.1272043815146344,2.3187731548046826,0.826177509874574,1.6535002154946195,1.1582438150450367,2.398903204204858,0.8499397676392787,1.6921216558621228,0.9759393992324071,2.6124619172467836,1.2781599704544213,1.5977103006797992,1.7733140898740327,0.8753041500956883,1.5061862547243623,2.38024324895243,1.6338520532534369,0.8241613330287985,1.051022918013111,2.725460180780318,2.0840128023555318,1.9712380133565512,0.9933188024243265,1.3357125470064606,1.1136874446847014,0.947105240047338
CELL_0217,0.8628296049335227,0.8863518896616734,1.3951537904147648,1.822407334550553,1.9362091228810756,1.637999726461165,1.0616239845741606,3.9924014687494487,1.6948346664793421,4.529452525089892,1.2089820038690329,7.212487553038261,0.8191702266782231,2.2062738410935245,1.2225958035328683,2.273539926633667,1.236509945082465,0.614338178284849,1.3931755788892204,5.79887689088784,1.2213860743504565,3.019426601494936,2.233159565592536,1.694171742735726,7.583798147273899,1.8427984362757999,2.4636956977227604,2.342919234826168,5.725907126231951,0.9056027141070577,8.554885905942013,5.538193895360507,2.825258825270919,3.2248752931516127,1.9409152967056218,2.4352546219220508,2.863357738922686,1.2902488767569649,5.538039369749274,2.5458707648748975,2.4228984962557814,1.3231091372047608,4.489967565433497,2.165030552312037,1.6240059412562335,1.1599605175066283,2.0199700727764114,1.1031552447103825,2.7387423879264223,3.5417657549144548,1.7580127521294824,2.5642449266249887,4.627782610735959,2.0063118338147827,2.089134631789612,2.2329149238658283,1.7085537938182258,1.8021997599516213,1.4031892372467536,2.879709099209588,2.1320055636580557,3.187694055295633,4.10849677334153,1.1848304748246214,1.3470997860911134,3.3707301288951474,1.9105261333051295,2.3359722110996617,2.3399832663376077,1.2600974540806338,3.015085732163838,2.5840349087541896,1.2152072100327227,2.015553088791299,2.0846172989677654,3.4852330487753744,4.499090055590165,2.214400547117155,0.8118649754890757,3.440681228365867
